seq_idx,image_number,path,saliency_score,saved_png
15,15,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_fa836ff05.dcm,0.0001522545499028638,015_img015_pred-any_p0.022_s0.00015_ID_fa836ff05.png
16,16,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_a97731283.dcm,0.0001305010518990457,016_img016_pred-any_p0.022_s0.00013_ID_a97731283.png
17,17,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_865ee6948.dcm,0.00023311958648264408,017_img017_pred-any_p0.022_s0.00023_ID_865ee6948.png
18,18,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_e78245ce8.dcm,0.000422397832153365,018_img018_pred-any_p0.022_s0.00042_ID_e78245ce8.png
19,19,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_6e1da5f96.dcm,0.0014864549739286304,019_img019_pred-any_p0.022_s0.00149_ID_6e1da5f96.png
20,20,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_a6094a405.dcm,0.000427927850978449,020_img020_pred-any_p0.022_s0.00043_ID_a6094a405.png
21,21,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_69d16ca1d.dcm,0.0005098673864267766,021_img021_pred-any_p0.022_s0.00051_ID_69d16ca1d.png
22,22,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_fd0df3a5c.dcm,0.000611909490544349,022_img022_pred-any_p0.022_s0.00061_ID_fd0df3a5c.png
23,23,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_677cf0b98.dcm,0.00014479891979135573,023_img023_pred-any_p0.022_s0.00014_ID_677cf0b98.png
24,24,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_896d83812.dcm,4.5876397052779794e-05,024_img024_pred-any_p0.022_s0.00005_ID_896d83812.png
25,25,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_85f59bbe6.dcm,2.150130967493169e-05,025_img025_pred-any_p0.022_s0.00002_ID_85f59bbe6.png
26,26,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_1b0873e99.dcm,2.087371831294149e-05,026_img026_pred-any_p0.022_s0.00002_ID_1b0873e99.png
27,27,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_24ad9ddaf.dcm,1.1047138286812697e-05,027_img027_pred-any_p0.022_s0.00001_ID_24ad9ddaf.png
28,28,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_c0e5d10a6.dcm,8.610622899141163e-06,028_img028_pred-any_p0.022_s0.00001_ID_c0e5d10a6.png
29,29,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_ec40b1a88.dcm,1.3262338143249508e-06,029_img029_pred-any_p0.022_s0.00000_ID_ec40b1a88.png
