seq_idx,image_number,path,saliency_score,saved_png
10,10,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_a521ee6be.dcm,1.4613053281209432e-05,010_img010_pred-any_p0.995_s0.00001_ID_a521ee6be.png
11,11,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_e5c9bb271.dcm,1.2077084647899028e-05,011_img011_pred-any_p0.995_s0.00001_ID_e5c9bb271.png
12,12,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_f6284db6e.dcm,7.654793444089592e-05,012_img012_pred-any_p0.995_s0.00008_ID_f6284db6e.png
13,13,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_090e5f74a.dcm,0.0018631735583767295,013_img013_pred-any_p0.995_s0.00186_ID_090e5f74a.png
14,14,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_c069190f9.dcm,7.814852142473683e-05,014_img014_pred-any_p0.995_s0.00008_ID_c069190f9.png
15,15,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_a77f8211a.dcm,5.355902248993516e-05,015_img015_pred-any_p0.995_s0.00005_ID_a77f8211a.png
16,16,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_3afe2ecf4.dcm,2.022844819293823e-05,016_img016_pred-any_p0.995_s0.00002_ID_3afe2ecf4.png
17,17,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_03938e236.dcm,3.40313563356176e-05,017_img017_pred-any_p0.995_s0.00003_ID_03938e236.png
18,18,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_8e5407dbf.dcm,2.042957021330949e-05,018_img018_pred-any_p0.995_s0.00002_ID_8e5407dbf.png
19,19,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_a2bb9b9c6.dcm,8.433360926574096e-05,019_img019_pred-any_p0.995_s0.00008_ID_a2bb9b9c6.png
20,20,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_059b5b58f.dcm,3.0445356969721615e-05,020_img020_pred-any_p0.995_s0.00003_ID_059b5b58f.png
21,21,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_ba041a3f6.dcm,4.739900032291189e-05,021_img021_pred-any_p0.995_s0.00005_ID_ba041a3f6.png
22,22,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_bd728d0cd.dcm,0.0009822348365560174,022_img022_pred-any_p0.995_s0.00098_ID_bd728d0cd.png
23,23,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_a402b9de1.dcm,0.00020848802523687482,023_img023_pred-any_p0.995_s0.00021_ID_a402b9de1.png
24,24,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_8b91294ad.dcm,0.00012307621364016086,024_img024_pred-any_p0.995_s0.00012_ID_8b91294ad.png
25,25,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_0931e6d5a.dcm,4.587147122947499e-05,025_img025_pred-any_p0.995_s0.00005_ID_0931e6d5a.png
26,26,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_1ec1f4965.dcm,7.796391582814977e-05,026_img026_pred-any_p0.995_s0.00008_ID_1ec1f4965.png
27,27,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_ca1eccd34.dcm,6.23546147835441e-05,027_img027_pred-any_p0.995_s0.00006_ID_ca1eccd34.png
28,28,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_4cb7f4590.dcm,2.731399035837967e-05,028_img028_pred-any_p0.995_s0.00003_ID_4cb7f4590.png
29,29,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_4566ed037.dcm,5.993533704895526e-06,029_img029_pred-any_p0.995_s0.00001_ID_4566ed037.png
30,30,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_27c8b1851.dcm,1.4052727237867657e-05,030_img030_pred-any_p0.995_s0.00001_ID_27c8b1851.png
31,31,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_9c2d41da5.dcm,1.0618961823638529e-05,031_img031_pred-any_p0.995_s0.00001_ID_9c2d41da5.png
32,32,/mnt/vstor/SOM_RAD_JWP84/lab/rsna-intracranial-hemorrhage-detection/rsna-intracranial-hemorrhage-detection/stage_2_test/ID_e2f3d6b6b.dcm,1.620218790776562e-05,032_img032_pred-any_p0.995_s0.00002_ID_e2f3d6b6b.png
